okey,idx,start_sec,end_sec,duration_sec,kana
m8,1,0.810063,1.44075,0.630687,キャンペーン
m8,1,2.028062,2.920375,0.8923130000000001,ターゲット
m8,1,4.042937,4.930438,0.8875009999999994,しぼる
m8,1,6.612,7.426563,0.8145629999999997,ほう
m8,1,8.427312,8.990187,0.562875,しいんかい
m8,1,10.512688,10.8615,0.3488119999999988,さぐる
m8,1,12.1525,13.122813,0.9703130000000009,コーナー
m8,1,14.70725,15.344563,0.6373130000000007,ピーアール
m8,1,16.354312,17.167313,0.8130009999999999,しゅざい
m8,1,18.489062,19.363187,0.8741249999999994,そのような
m8,1,20.335812,20.964625,0.628813000000001,そのとおりです
m8,1,22.112438,23.034188,0.9217499999999994,～とおり
m8,1,24.313375,25.266875,0.9534999999999982,～ぶ
m8,1,26.666812,27.293063,0.6262509999999999,しょくよく
m8,1,28.549688,28.843625,0.29393699999999967,ちょきん
m8,1,30.062625,31.0035,0.9408749999999984,そうきんする
m8,1,32.345813,33.61225,1.2664370000000034,オーケストラ
m8,1,34.868875,35.75675,0.887874999999994,えんそうかい
m8,1,36.817062,37.51275,0.695687999999997,ゆうしょく
m8,1,38.400875,39.411188,1.0103130000000036,でんち
m8,1,40.4815,41.32925,0.8477500000000049,とくちょう
m8,1,42.596875,43.4405,0.843625000000003,こうえん
m8,1,44.84475,45.605875,0.7611249999999998,かいが
m8,1,46.49925,47.08875,0.5894999999999939,まちこ
m8,1,48.319625,49.178688,0.859062999999999,たくや
m8,1,49.967375,50.641688,0.674313000000005,こうさいする
m8,1,51.738937,52.236125,0.4971880000000013,よほう
m8,1,53.485813,54.092937,0.6071239999999989,こうこうせい
m8,1,55.100875,55.653688,0.5528130000000004,たいしょう
m8,1,56.78925,57.77175,0.9824999999999946,アンケート
m8,1,58.800313,59.511313,0.7109999999999985,しゃいんしょくどう
m8,1,60.63875,61.245313,0.6065630000000013,スポーツジム
m8,1,62.322,63.350563,1.0285629999999983,じんじ
m8,1,64.200438,65.058125,0.8576869999999985,しんろ
m8,1,65.837563,66.687438,0.8498749999999973,はなしあう
m8,1,67.46225,68.825438,1.363188000000008,しんぞう
m8,1,69.447937,70.435438,0.9875010000000088,はりきる
m8,1,71.85925,72.432125,0.5728749999999962,しょうたいする
m8,1,73.312188,73.923563,0.6113749999999953,かいさいする
m8,1,75.075875,75.937438,0.8615630000000039,じゅこうせい
m8,1,76.818125,77.704937,0.8868120000000062,しゅふ
m8,1,78.617438,79.400437,0.7829989999999896,どくしん
m8,1,80.360125,81.333562,0.9734370000000041,こうざ
m8,1,82.495625,83.52625,1.0306250000000006,～しゅうねん
m8,1,84.685063,85.671437,0.9863739999999979,カップラーメン
m8,1,86.582813,87.146313,0.5635000000000048,そそぐ
m8,1,88.012375,88.784688,0.7723129999999969,にっしんしょくひん
m8,1,89.496313,90.195688,0.6993750000000034,そうぎょうしゃ
m8,1,91.032,91.641563,0.6095630000000085,あんどうももふく
m8,1,92.680188,93.5995,0.919312000000005,インスタントラーメン
m8,1,94.579875,95.562062,0.9821869999999961,すでに
m8,1,96.820875,97.45925,0.6383749999999964,ししょくする
m8,1,98.345562,99.539687,1.1941249999999997,すると
m8,1,101.013,101.8585,0.8455000000000013,どんぶり
m8,1,103.035188,104.285125,1.2499369999999885,かわり
m8,1,105.79625,107.3975,1.6012499999999932,かみコップ
m8,1,108.070375,108.639125,0.5687500000000085,くだく
m8,1,109.978063,110.951875,0.9738119999999952,かわる
m8,1,111.73775,112.360438,0.6226879999999966,はんばいする
m8,1,113.463125,114.280313,0.8171880000000016,かくしんする
m8,1,115.367688,115.931375,0.5636870000000016,くふう
m8,1,116.948813,117.820312,0.871499,すえ
m8,1,118.867312,119.43675,0.5694380000000052,さいようする
m8,1,120.686125,121.317375,0.6312499999999943,すべりおちる
m8,1,122.546312,123.536625,0.9903130000000004,～けん
m8,1,124.500687,125.600938,1.100251,～かこく
m8,1,126.39825,127.120312,0.722061999999994,いっしょう
m8,1,128.080563,128.601188,0.5206249999999955,もうける
m8,1,130.005125,130.999437,0.9943120000000079,けがにん
m8,1,131.9605,133.005125,1.0446249999999964,ひがい
m8,1,134.10125,134.415063,0.31381300000001033,かくだい
m8,1,135.5905,136.3345,0.7439999999999998,あう
m8,1,137.523,138.415562,0.8925619999999981,シートベルト
m8,1,139.048,140.268438,1.2204380000000015,こっせつ
m8,1,141.179,142.0335,0.8545000000000016,だんボールばこ
m8,1,142.90775,143.581938,0.6741880000000151,ネズミ
m8,1,144.489063,145.196063,0.707000000000022,とびだす
m8,1,146.3735,146.888375,0.5148749999999893,さる
m8,1,147.999375,148.684687,0.6853120000000104,ちかよる
m8,1,149.640375,150.020313,0.37993799999998146,うつ
m8,1,151.129625,152.109438,0.9798130000000072,なべ
m8,1,153.293937,154.198313,0.9043760000000134,ちょうなん
m8,1,155.019625,156.102438,1.0828130000000158,こめ
m8,1,157.090812,157.863125,0.7723129999999969,こな
m8,1,158.853438,159.542812,0.6893739999999866,はなしあい
m8,1,160.357625,160.707813,0.3501879999999744,まとまる
m8,1,161.6695,162.271437,0.6019369999999924,けっきょく
m8,1,163.123688,163.543,0.4193120000000192,もくてきち
m8,1,164.668813,165.1205,0.4516869999999926,こづつみ
m8,1,166.181563,166.918688,0.7371249999999918,ようす
m8,1,167.837875,168.302063,0.46418800000000715,とかす
m8,1,169.37375,169.825813,0.45206300000000965,シャッター
m8,1,170.899438,171.678313,0.7788749999999993,うつす
m8,1,172.7515,173.588562,0.8370620000000031,かていきょうし
m8,1,174.604125,175.4105,0.8063750000000027,エネルギー
m8,1,176.450125,177.417937,0.9678119999999808,ながねん
m8,1,178.329438,178.990125,0.6606869999999958,どりょく
m8,1,180.118687,180.834625,0.7159379999999942,てんけん
m8,1,182.041313,182.677188,0.6358749999999986,ロケット
m8,1,183.7025,185.591313,1.8888130000000274,はっしゃする
m8,1,185.867562,186.219437,0.3518750000000068,ちんもく
m8,1,186.943187,187.491187,0.5480000000000018,おやつ
m8,1,188.73825,189.8965,1.1582500000000095,かたよる
m8,1,190.841188,191.673188,0.832000000000022,はなしかける
m8,2,193.2155,194.039813,0.8243130000000178,
m8,3,194.78675,195.377125,0.5903749999999945,
m8,4,196.831375,197.734625,0.9032499999999857,
m8,5,198.445437,199.142938,0.6975009999999884,
m8,6,200.382063,201.365938,0.9838750000000118,
m8,7,202.147188,202.989188,0.842000000000013,
m8,8,203.960313,204.554812,0.5944989999999848,
m8,9,205.560313,206.178375,0.6180619999999806,
m8,10,207.422375,208.484563,1.0621880000000203,
m8,11,210.896062,217.95225,7.056187999999992,
