okey,idx,start_sec,end_sec,duration_sec,kana
m12,1,1.638625,2.55075,0.9121249999999999,いよいよ
m12,1,3.138063,4.072438,0.9343750000000002,ほうげん
m12,1,5.162562,5.783625,0.6210629999999995,はんかがい
m12,1,7.279375,8.03175,0.7523750000000007,ミナミ
m12,1,9.107,9.872563,0.7655630000000002,どうこうする
m12,1,10.874187,11.429562,0.5553750000000015,ひろうえん
m12,1,12.568812,13.630187,1.061375,よろこんで
m12,1,14.564875,15.459125,0.8942499999999995,よいうと
m12,1,15.9645,16.777125,0.8126250000000024,おおきに
m12,1,18.31875,19.014312,0.6955619999999989,あかん
m12,1,20.305937,20.877688,0.571750999999999,みみにする
m12,1,22.444375,23.014563,0.5701879999999981,せっかくですけれど
m12,1,24.775,25.62075,0.8457500000000024,えんりょしておきます
m12,1,27.678563,29.041,1.362437,おめでとうございます
m12,1,30.562563,31.756125,1.193562,～べん
m12,1,33.398875,34.7785,1.3796250000000043,こうしゅうでんわ
m12,1,36.166938,36.495,0.32806199999999563,かみなり
m12,1,37.895063,38.785063,0.8900000000000006,すききらい
m12,1,39.634875,40.836,1.2011249999999976,やまのぼり
m12,1,42.024188,43.03825,1.0140619999999956,さくせいする
m12,1,43.8545,44.622,0.7674999999999983,ひろうする
m12,1,45.6015,46.264688,0.6631879999999981,へんこうする
m12,1,47.446125,48.355313,0.9091880000000003,あらためて
m12,1,49.464312,50.463188,0.9988760000000028,たいちょう
m12,1,51.401375,52.255812,0.8544369999999972,めにする
m12,1,53.084812,54.080188,0.9953760000000003,ことばにあまえる
m12,1,55.176,56.040875,0.8648749999999978,いず
m12,1,56.992688,57.763063,0.7703750000000014,けいば
m12,1,58.800938,59.5455,0.7445619999999948,めいさく
m12,1,60.726188,61.917563,1.1913750000000007,ディーブイディー
m12,1,63.066125,63.683875,0.6177500000000009,むらかみはるき
m12,1,64.538813,65.001437,0.46262399999999104,れいぼう
m12,1,66.174688,66.8245,0.6498119999999972,にゅうじょう
m12,1,67.622062,68.427813,0.8057510000000008,ことわる
m12,1,69.52175,70.670125,1.1483750000000015,もうしょ
m12,1,71.663875,72.805125,1.1412499999999994,ふそくする
m12,1,73.796,74.643375,0.8473749999999995,～ぎみ
m12,1,75.298063,76.128812,0.8307489999999973,きょうつうご
