okey,idx,start_sec,end_sec,duration_sec,kana
l36,1,0.631293,1.163492,0.532199,さいしょ@0
l36,2,2.533651,3.291202,0.7575510000000003,しゅっしん@0
l36,3,4.762766,5.393016,0.6302500000000002,こうじょう@3
l36,4,6.754059,7.495147,0.7410880000000004,えんとつ@0
l36,5,9.070975,9.905624,0.8346489999999989,フライパン@0
l36,6,11.295601,12.186576,0.890975000000001,たまごやき@0
l36,7,13.669116,14.651746,0.9826299999999986,グラウンド@0
l36,8,15.761179,16.610884,0.8497049999999984,おくじょう@0
l36,9,17.992562,18.459546,0.46698400000000007,たこ@1
l36,10,19.589977,20.095057,0.5050799999999995,テープ@1
l36,11,21.57678,22.149841,0.5730609999999992,どくしょ@1
l36,12,23.448118,24.348481,0.9003629999999987,しんせい@0
l36,13,25.705261,26.633152,0.9278909999999989,かんさいべん@0
l36,14,28.040816,29.248753,1.2079370000000011,にちじょうかいわ@5
l36,15,30.744762,31.665896,0.9211339999999986,にほんぶんか@4
l36,16,33.096735,34.230295,1.1335599999999957,せいさんコスト@5
l36,17,35.835011,36.80712,0.9721089999999961,こうつうじこ@5
l36,18,38.287347,38.945125,0.6577780000000004,ごしゅじん@2
l36,19,40.559909,41.392426,0.8325170000000028,はかりうり@0
l36,20,42.62644,43.395782,0.7693419999999946,わらいごえ@4
l36,21,45.036508,46.25415,1.217642000000005,もちあるきます@6
l36,22,47.755692,48.869388,1.1136959999999974,くりかえします@6
l36,23,50.35034,51.304807,0.954466999999994,さわぎます@4
l36,24,52.402358,53.336644,0.9342860000000002,まにあいます@5
l36,25,54.704218,55.542177,0.837959000000005,なきます@3
l36,26,56.620317,57.36966,0.7493430000000032,ねむります@4
l36,27,58.63873,59.358776,0.7200459999999964,なります@3
l36,28,60.585896,61.4122,0.8263040000000004,よろこびます@5
l36,29,62.877052,64.04,1.1629480000000072,やくだちます@5
l36,30,65.084943,65.911655,0.8267120000000006,やといます@4
l36,31,67.288889,68.132109,0.8432200000000023,なきます@3
l36,32,69.313741,70.038639,0.7248980000000103,ふります@3
l36,33,71.322585,72.0961,0.7735150000000033,みえます@3
l36,34,73.273197,74.0961,0.8229030000000108,きこえます@4
l36,35,75.365805,76.240045,0.8742400000000004,つうじます@4
l36,36,77.443764,78.073968,0.630203999999992,あげます@0
l36,37,79.449615,80.194467,0.7448520000000087,なれます@3
l36,38,81.378503,82.111837,0.7333339999999993,ぬれます@3
l36,39,83.563401,84.308934,0.7455329999999947,やけます@3
l36,40,85.687483,87.714512,2.027028999999999,さげます@3
l36,41,88.058639,88.99873,0.9400909999999953,しっぱいします@6
l36,42,89.900998,90.871927,0.9709289999999982,くろうします@5
l36,43,92.296825,93.498549,1.2017239999999987,びっくりします@6
l36,44,94.38127,95.559456,1.1781859999999966,しゅっせきします@6
l36,45,97.076372,97.873878,0.7975059999999985,かなしい@3
l36,46,99.087982,99.664943,0.5769609999999972,ほんと@0
l36,47,100.993469,101.691927,0.6984580000000022,とにかく@1
l36,48,102.72059,103.397052,0.6764620000000008,まだまだ@1
l36,49,104.613469,105.319955,0.7064859999999982,ぺらぺら@1
l36,50,106.319546,106.97551,0.6559639999999973,ワンワン@1
l36,51,108.180952,109.107256,0.9263040000000018,ザーザー@1
l36,52,110.433878,111.206621,0.7727429999999913,すやすや@1
l36,53,112.852245,113.611247,0.7590020000000095,くねくね@1
l36,54,114.982041,115.710522,0.7284810000000022,メキシコ@0
l36,55,116.959864,117.345125,0.38526099999999985,
