okey,idx,start_sec,end_sec,duration_sec,kana
m25,1,0.72525,1.744375,1.019125,せんこう
m25,1,2.50575,3.61675,1.1110000000000002,ゲスト
m25,1,4.870125,5.652312,0.7821870000000004,やった
m25,1,6.6795,7.236438,0.5569379999999997,こす
m25,1,8.323875,8.918437,0.5945620000000016,ぶもん
m25,1,10.368438,10.873875,0.5054370000000006,おさえる
m25,1,12.254,12.684938,0.43093800000000115,ずいいち
m25,1,13.861875,14.570125,0.7082500000000014,すいとしゅろう
m25,1,15.503938,16.301313,0.7973750000000006,そうりょうりちょう长
m25,1,18.086938,19.313938,1.2270000000000003,とっきゅうちょうりし
m25,1,20.5575,21.703375,1.1458750000000002,うでまえ
m25,1,23.392312,24.87175,1.4794379999999983,にんてい
m25,1,25.788375,26.46325,0.6748750000000001,ランクづけ
m25,1,27.502875,28.348313,0.8454380000000015,あしをはこぶ
m25,1,29.115813,30.020188,0.9043750000000017,すう～
m25,1,31.463188,32.624313,1.161125000000002,こんやくする
m25,1,33.847125,34.290875,0.4437500000000014,すすめる
m25,1,35.733438,36.56375,0.8303119999999993,ひとくち
m25,1,36.998375,38.22325,1.2248749999999973,ウール
m25,1,40.074813,41.023688,0.948875000000001,てざわり
m25,1,42.138125,43.01,0.8718749999999957,ストラップ
m25,1,44.013188,44.692375,0.6791869999999989,イギリス
m25,1,45.86825,46.471562,0.6033119999999954,ひげ
m25,1,47.504125,48.162312,0.6581869999999981,はやす
m25,1,49.593688,50.379938,0.7862500000000026,カップ
m25,1,51.243125,52.008688,0.7655630000000002,みだれる
m25,1,53.217562,53.666625,0.44906300000000243,ねんまつ
m25,1,54.599938,57.003312,2.4033739999999995,こうしき
m25,1,57.901375,58.570188,0.6688130000000001,むろん
m25,1,59.944625,60.845937,0.9013119999999972,ひざ
m25,1,61.612,62.34925,0.737249999999996,ちゅうしょうきぎょう
m25,1,63.564188,64.232125,0.6679369999999949,ゆうのう
m25,1,65.128438,65.592875,0.46443700000000376,けいこくする
m25,1,67.042938,68.351062,1.3081239999999923,ちょう
m25,1,69.013563,69.812562,0.7989989999999949,かんぞう
m25,1,71.247687,72.341813,1.0941260000000028,すうじつ
m25,1,73.29475,73.663,0.3682500000000033,おせわさまでした
m25,1,75.2245,76.104625,0.8801249999999925,かたがた
m25,1,76.84525,77.686,0.8407500000000141,へんしゅうぶ
m25,1,78.950063,80.1665,1.216436999999999,ふじカメラ
m25,1,81.783438,82.441438,0.6580000000000013,おくりむかえ
m25,1,83.737437,84.427125,0.6896880000000039,てはい
m25,1,85.6205,86.447688,0.8271879999999925,けっきん
m25,1,87.196625,87.980875,0.7842500000000001,やるき
m25,1,89.14575,90.155,1.0092499999999944,てんじかい
m25,1,90.865562,91.33375,0.46818799999999783,ゲーム
m25,1,92.6515,93.470125,0.8186249999999973,トレーニングする
m25,1,94.118875,94.818,0.6991249999999951,かんそうき
m25,1,96.011437,96.838688,0.827251000000004,せんざい
m25,1,97.638188,98.226062,0.5878739999999993,かんわ
m25,1,99.530375,100.736125,1.2057499999999948,ベトナムご
m25,1,101.921437,102.802875,0.8814380000000028,きんせい
m25,1,104.40375,105.1075,0.7037499999999994,～き
m25,1,105.917125,106.572,0.6548750000000041,かぞえる
m25,1,108.003313,108.909125,0.9058119999999974,まきずし
m25,1,109.99225,112.069375,2.0771249999999952,にぎりずし
m25,1,113.8255,114.85475,1.0292499999999905,なまざかな
m25,1,116.096438,116.711313,0.6148749999999978,おうじる
m25,1,118.133063,118.939688,0.8066249999999968,そうさくりょうり
m25,1,119.788125,120.677937,0.8898120000000063,のり
m25,1,121.807625,122.762062,0.9544369999999986,のりまき
m25,1,123.49925,124.101875,0.6026250000000033,そとがわ
m25,1,125.789125,126.991938,1.2028130000000061,まく
m25,1,127.4965,127.909375,0.41287499999999966,うらまき
m25,1,129.10875,129.7965,0.6877500000000225,アボカド
m25,1,130.555438,131.238375,0.6829369999999813,カニカマ
m25,1,132.243313,132.72625,0.4829369999999926,サーモン
m25,1,133.846313,134.5955,0.7491869999999778,マグロ
m25,1,135.6725,136.4795,0.806999999999988,ソース
m25,1,137.680813,138.417812,0.7369989999999973,つける
m25,1,139.374625,140.035625,0.6610000000000014,フライ
m25,1,140.870812,141.468125,0.5973129999999855,ねた
m25,1,142.384813,143.062125,0.6773120000000006,なまハム
m25,1,143.817062,144.289688,0.47262600000001953,こうあんする
m25,1,145.492063,146.08575,0.5936869999999885,こらす
m25,1,146.858125,147.34125,0.48312500000000114,じゅうらい
m25,1,148.383688,149.240438,0.8567500000000052,アレンジする
m25,1,150.018563,150.964125,0.9455619999999954,たらこ
m25,1,152.202063,152.853813,0.6517499999999927,スパゲッティ
m25,1,153.687375,154.278125,0.5907499999999857,なっとう
m25,1,155.680625,156.6795,0.9988749999999982,そくす
m25,1,157.427625,158.013563,0.5859379999999987,えどまえ
m25,1,159.134938,159.943813,0.8088750000000005,ニュージーランド
m25,1,161.152875,161.87725,0.7243750000000091,ぎゃくゆにゅうする
m25,1,163.3475,164.017188,0.6696880000000078,すし
m25,1,165.318125,166.010625,0.6924999999999955,そういくふう
m25,1,167.4845,168.63775,1.153250000000014,～まえ
m25,1,169.778375,171.058312,1.2799369999999897,しんねん
m25,1,172.128625,172.746563,0.6179380000000094,つらぬく
m25,1,173.994188,175.057375,1.0631869999999992,ピッチャー
m25,1,176.720625,177.05475,0.3341250000000002,さいしゅうかい
m25,1,178.397875,179.432125,1.0342500000000143,とちゅう
m25,1,180.240688,181.569,1.3283119999999826,すしめし
m25,1,182.647625,183.232937,0.5853119999999876,ちらしずし
m25,1,184.496688,185.265625,0.768936999999994,ちんぎん
m25,1,186.09175,186.864812,0.7730620000000101,いわ
m25,1,188.029625,189.059562,1.0299369999999897,もうふ
m25,1,189.734813,190.348563,0.6137500000000102,げんじょう
m25,1,191.713375,192.633563,0.920187999999996,らっかんてき
m25,1,193.422812,194.307437,0.8846249999999998,とうしょ
m25,1,195.371187,196.179063,0.8078760000000216,てりょうり
m25,1,196.757,197.183562,0.4265619999999899,よつば
m25,1,198.444875,199.038375,0.5935000000000059,クローバー
m25,1,199.806375,200.64625,0.8398750000000064,いつつば
m25,1,201.640125,202.759563,1.1194380000000024,～とおす
m25,1,203.372375,203.851687,0.4793119999999931,たね
m25,1,205.516813,206.162438,0.6456249999999955,はち
m25,1,206.8945,207.554875,0.6603750000000161,じょうきゃく
m25,1,208.737375,209.65375,0.9163750000000164,さくじょする
m25,1,210.369625,211.167125,0.7974999999999852,ごがく
m25,1,212.533125,213.23225,0.6991249999999809,かこ
m25,1,214.755562,215.35725,0.6016879999999958,れい
m25,1,216.346563,216.689437,0.3428739999999948,しょぶん
m25,1,217.633875,218.114937,0.48106200000000854,しばる
m25,1,218.960938,219.72175,0.7608119999999872,じっじょう
m25,1,220.63975,221.517437,0.8776870000000088,しゅくしょうする
m25,1,222.391125,223.021875,0.6307500000000061,たちば
m25,1,224.18,224.549625,0.369624999999985,いいかげん
m25,1,225.465625,225.832938,0.3673130000000242,セキュリティ
m25,1,227.167063,227.760063,0.5929999999999893,げっペい
m25,1,228.545437,229.046813,0.5013759999999934,するどい
m25,1,230.374125,231.296,0.921875,としん
m25,1,232.425125,233.472438,1.0473130000000026,カーブ
m25,1,234.591938,235.1365,0.5445620000000133,スポーツクラブ
m25,1,235.988937,236.776375,0.7874380000000087,かいてき
m25,1,238.053687,239.832938,1.7792510000000163,おんせい
m25,1,240.102625,240.510312,0.4076870000000099,ペン
m25,1,241.692313,242.320188,0.6278749999999889,にんしきする
m25,2,243.276688,243.835625,0.558936999999986,
m25,3,245.239063,245.749375,0.510311999999999,
m25,4,246.768563,247.770688,1.0021250000000066,
m25,5,249.001688,249.829062,0.8273739999999918,
m25,6,250.967438,251.6545,0.6870620000000258,
m25,7,252.990375,253.274438,0.2840630000000033,
m25,8,254.582188,255.534813,0.9526250000000118,
m25,9,257.362813,264.419,7.056186999999966,
