okey,idx,start_sec,end_sec,duration_sec,kana
m2,91,140.286313,141.424563,1.1382499999999993,～まん
m2,92,142.080563,142.816313,0.7357499999999959,
m2,93,143.505125,144.175938,0.6708130000000097,
m2,94,144.799625,145.46525,0.6656250000000057,
m2,95,146.173937,146.807813,0.633876000000015,
m2,96,147.473,148.356625,0.883624999999995,
m2,97,149.045625,149.730375,0.6847500000000082,
m2,98,150.400062,151.600875,1.2008130000000108,
m2,99,152.17975,152.791438,0.6116879999999867,
m2,100,153.403813,154.242063,0.838249999999988,
m2,101,154.911812,155.57075,0.6589380000000062,
m2,102,156.3365,157.194063,0.857562999999999,
m2,103,157.815562,158.118625,0.30306300000000874,
m2,104,159.768625,166.824875,7.056250000000006,
